ent,sex,eda,nac_mes,nac_anio,cs_p12,cs_p13_1,cs_p13_2,cs_p15,cs_p16,n_hij,e_con,zona,salario,clase2,rama,c_ocu11c,dur9c,rama_est2,dur_est,d_ant_lab,d_cexp_est,niv_ins,anios_esc,hrsocup,ingocup,ing_x_hrs,imssissste,scian,t_tra,emp_ppal,sec_ins,,
24,2,31,10,1992,1,7,5,3,1,1,5,2,7468,1,4,6,6,8,4,0,0,4,17,40,21400,124.4186,1,10,1,2,1,,
24,2,26,2,1998,1,7,5,3,1,2,1,2,7468,1,3,1,6,5,4,0,0,4,17,48,14000,67.82946,1,6,1,2,2,,
24,2,23,11,2000,1,7,4,3,2,0,6,2,7468,1,2,1,6,3,4,0,0,4,16,40,7000,40.69767,4,5,1,1,2,,
24,2,23,4,2001,1,7,4,3,2,0,6,2,7468,1,2,4,7,3,5,0,0,4,16,50,3000,13.95349,4,5,1,1,2,,
24,2,36,4,1988,1,7,5,3,1,0,6,2,7468,1,4,2,4,9,3,0,0,4,17,25,13600,126.51163,2,15,1,2,7,,
24,2,36,12,1987,1,7,3,3,2,3,5,2,7468,1,4,1,4,9,3,0,0,4,15,30,24000,186.04651,1,16,1,2,7,,
24,2,54,4,1970,1,7,5,3,1,2,6,2,7468,1,3,6,8,5,5,0,0,4,17,60,8500,32.94574,1,7,1,2,2,,
24,2,36,9,1987,1,7,5,3,1,1,5,2,7468,1,4,4,5,11,4,0,0,4,17,35,20000,132.89037,1,20,1,2,5,,
24,2,62,5,1962,1,6,3,3,1,4,5,2,7468,1,3,6,2,5,2,0,0,4,15,3,0,0,4,7,1,1,8,,
24,2,56,4,1968,1,6,3,2,1,2,5,2,7468,1,2,5,6,3,4,0,0,3,12,47,9460,46.80851,1,5,1,2,2,,
31,2,56,6,1967,1,6,2,2,1,3,5,2,7468,1,2,6,7,3,5,0,0,3,11,54,6880,29.62963,1,5,1,2,4,,
31,2,24,5,2000,1,7,1,3,2,0,6,2,7468,1,4,3,7,8,5,0,0,4,13,50,13000,60.46512,1,11,1,2,2,,
31,2,23,11,2000,1,7,3,3,2,0,6,2,7468,1,4,2,6,9,4,0,0,4,15,40,10000,58.13953,2,15,1,2,7,,
31,2,31,2,1993,1,7,5,3,1,0,6,2,7468,1,2,4,6,3,4,0,0,4,17,40,15050,87.5,1,5,1,2,2,,
31,2,37,11,1986,1,7,4,3,1,0,6,2,7468,1,4,8,7,10,5,0,0,4,16,56,3010,12.5,4,19,1,1,8,,
31,2,32,8,1991,1,7,5,3,1,1,6,2,7468,1,4,1,7,8,5,0,0,4,17,50,20000,93.02326,4,12,1,2,4,,
31,2,35,2,1989,1,7,5,3,1,1,1,2,7468,1,3,6,7,5,5,0,0,4,17,54,0,0,1,7,1,2,2,,
31,2,33,12,1990,1,7,3,3,1,3,5,2,7468,1,4,2,4,9,3,0,0,4,15,25,8000,74.4186,4,15,1,1,8,,
31,2,21,9,2002,1,7,3,3,2,0,6,2,7468,1,4,1,3,9,3,0,0,4,15,20,0,0,4,16,1,1,6,,
31,2,25,11,1998,1,7,4,3,1,0,1,2,7468,1,4,3,6,8,4,0,0,4,16,45,16000,82.68734,1,12,1,2,2,,
31,2,39,9,1984,1,6,3,2,1,2,1,2,7468,1,4,8,2,6,2,0,0,3,12,12,0,0,4,18,1,1,8,,
31,2,25,99,1999,1,7,4,3,1,0,1,2,7468,1,4,2,3,9,3,0,0,4,16,20,0,0,4,15,1,1,7,,
31,2,43,10,1980,1,7,5,3,1,3,5,2,7468,1,4,1,4,11,3,0,0,4,17,27,7000,60.29285,2,20,1,2,5,,
31,2,24,6,1999,1,7,4,3,1,0,6,2,7468,1,4,6,4,8,3,0,0,4,16,30,4500,34.88372,4,11,1,1,2,,
31,2,26,9,1997,1,7,4,3,1,0,1,2,7468,1,4,8,6,6,4,0,0,4,16,48,7740,37.5,4,18,1,1,8,,
31,2,25,3,1999,1,7,5,3,1,0,6,2,7468,1,4,1,3,9,3,0,0,4,17,24,2150,20.83333,4,16,2,1,4,,
31,2,43,1,1981,1,7,4,3,1,1,3,2,7468,1,4,4,6,11,4,0,0,4,16,40,14000,81.39535,1,20,1,2,5,,
31,2,32,10,1991,1,7,4,3,1,0,1,2,7468,1,4,6,5,8,4,0,0,4,16,36,15000,96.89922,4,11,1,1,2,,
31,2,41,6,1982,1,7,4,3,1,0,6,2,7468,1,4,1,5,8,4,0,0,4,16,35,50000,332.22591,4,12,1,1,2,,
31,2,25,2,1999,1,7,5,3,1,0,6,2,7468,1,4,4,6,11,4,0,0,4,17,40,8000,46.51163,4,20,1,1,5,,
31,2,22,5,2001,1,7,3,3,2,0,6,2,7468,1,4,2,5,9,4,0,0,4,15,37,8000,50.28284,4,15,1,1,6,,
31,2,52,5,1971,1,7,5,3,1,2,5,2,7468,1,4,3,6,6,4,0,0,4,17,48,16500,79.94186,1,18,1,2,2,,
31,2,27,2,1997,1,7,3,3,1,0,6,2,7468,1,4,4,6,6,4,0,0,4,15,46,12000,60.66734,4,18,1,1,2,,
31,2,44,12,1979,1,7,4,3,1,3,5,2,7468,1,4,2,5,9,4,0,0,4,16,35,6000,39.86711,1,15,1,2,6,,
31,2,47,9,1976,1,7,3,3,1,1,6,2,7468,1,3,6,2,5,2,0,0,4,15,8,1720,50,4,7,1,1,8,,
31,2,37,4,1987,1,7,4,3,1,0,6,2,7468,1,4,8,8,10,5,0,0,4,16,60,0,0,4,19,1,1,8,,
31,2,50,6,1973,1,7,4,3,1,2,5,2,7468,1,4,2,6,9,4,0,0,4,16,40,0,0,1,15,1,2,6,,
31,2,66,1,1958,1,6,3,2,1,2,6,2,7468,1,3,6,5,5,4,0,0,3,12,36,0,0,4,7,1,1,4,,
31,2,24,1,2000,1,7,4,3,1,0,6,2,7468,1,4,8,6,9,4,0,0,4,16,40,7800,45.34884,1,16,1,2,2,,
31,2,54,7,1969,1,7,4,3,1,2,5,2,7468,1,4,4,8,11,5,0,0,4,16,60,0,0,1,20,1,2,5,,
31,2,21,5,2002,1,7,3,3,2,0,1,2,7468,1,4,8,2,10,2,0,0,4,15,2,1720,200,4,19,1,1,8,,
31,2,25,1,1999,1,7,5,3,1,0,6,2,7468,1,2,1,6,3,4,0,0,4,17,46,0,0,1,5,1,2,2,,
31,2,54,6,1969,1,6,3,2,1,1,6,2,7468,1,4,4,6,11,4,0,0,3,12,40,10000,58.13953,1,20,1,2,5,,
31,2,52,3,1972,1,7,3,3,1,2,5,2,7468,1,4,4,5,11,4,0,0,4,15,35,24000,159.46844,2,20,1,2,5,,
31,2,73,5,1951,1,6,1,2,1,5,5,2,7468,1,4,4,3,9,3,0,0,3,10,24,8000,77.51938,2,16,1,2,7,,
31,2,29,12,1994,1,7,3,3,1,1,5,2,7468,1,4,4,6,8,4,0,0,4,15,45,0,0,1,12,1,2,2,,
31,2,30,7,1993,1,7,5,3,1,0,6,2,7468,2,0,0,0,0,0,1,1,4,17,0,0,0,0,0,1,0,0,,
31,2,36,7,1987,1,6,3,2,1,1,1,2,7468,1,4,8,8,6,5,0,0,3,12,60,8600,33.33333,4,18,1,2,4,,
31,2,24,3,2000,1,7,5,3,1,0,6,2,7468,1,4,1,5,11,4,0,0,4,17,35,16000,106.31229,1,20,1,2,5,,
31,2,21,7,2002,1,7,1,3,2,0,6,2,7468,1,3,6,6,5,4,0,0,4,13,40,0,0,1,7,1,2,2,,
31,2,25,7,1998,1,7,4,3,1,0,6,2,7468,1,4,1,7,8,5,0,0,4,16,54,8000,34.45306,1,12,1,2,2,,
31,2,35,3,1989,1,6,2,3,1,0,1,2,7468,1,4,4,4,8,3,0,0,4,14,25,25000,232.55814,4,11,1,2,4,,
31,2,31,11,1992,1,7,4,3,1,0,6,2,7468,1,4,1,7,8,5,0,0,4,16,49,12900,61.22449,1,13,1,2,2,,
31,2,44,1,1980,1,7,4,3,1,2,6,2,7468,1,4,3,8,6,5,0,0,4,16,60,20000,77.51938,4,18,1,2,4,,
31,2,37,6,1987,1,7,4,3,1,0,5,2,7468,1,4,8,6,9,4,0,0,4,16,40,8000,46.51163,4,16,1,1,6,,
31,2,45,1,1979,1,7,4,3,1,3,5,2,7468,1,4,8,2,10,2,0,0,4,16,1,645,150,4,19,1,1,8,,
31,2,30,11,1993,1,7,5,3,1,2,5,2,7468,1,4,4,6,8,4,0,0,4,17,40,12900,75,1,12,1,2,4,,
31,2,45,7,1978,1,7,3,3,2,2,5,2,7468,1,4,2,6,9,4,0,0,4,15,40,14000,81.39535,1,15,1,2,6,,
31,2,39,10,1984,1,7,5,3,1,2,5,2,7468,1,4,1,4,9,3,0,0,4,17,32,12000,87.2093,1,16,1,2,2,,
31,2,29,5,1995,1,7,4,3,1,0,6,2,7468,1,2,1,6,3,4,0,0,4,16,47,32250,159.57447,1,5,1,2,2,,
31,2,27,4,1997,1,7,5,3,1,2,2,2,7468,1,4,1,4,9,3,0,0,4,17,28,10386,86.26246,4,16,1,1,8,,
31,2,35,3,1989,1,7,4,3,1,0,6,2,7468,1,4,6,6,8,4,0,0,4,16,40,20000,116.27907,4,11,1,1,4,,
8,2,50,7,1973,1,7,5,3,1,2,3,2,7468,1,4,1,6,8,4,0,0,4,17,40,0,0,4,11,1,1,4,,
8,2,53,4,1971,1,7,5,3,1,2,6,2,7468,1,4,4,5,11,4,0,0,4,17,35,18000,119.60133,2,20,1,2,5,,
8,2,29,6,1994,1,7,7,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,19,40,0,0,1,16,1,2,6,,
8,2,38,10,1985,1,7,2,3,2,2,6,2,7468,1,3,6,6,5,4,0,0,4,14,48,0,0,4,7,1,2,4,,
8,2,28,6,1995,1,7,2,3,2,1,5,2,7468,1,4,1,1,8,1,0,0,4,14,0,0,0,4,14,1,1,8,,
8,2,24,8,1999,1,7,4,3,1,0,6,2,7468,2,0,0,0,0,0,1,2,4,16,0,0,0,0,0,1,0,0,,
8,2,22,10,2001,1,7,4,3,1,0,6,2,7468,1,4,2,6,9,4,0,0,4,16,40,9000,52.32558,1,15,1,2,6,,
8,2,58,4,1966,1,7,4,3,1,3,5,2,7468,1,3,1,6,5,4,0,0,4,16,40,0,0,1,7,1,2,2,,
8,2,28,12,1995,1,7,4,3,1,1,1,2,7468,1,4,8,6,10,4,0,0,4,16,48,0,0,1,19,1,2,4,,
8,2,21,1,2003,1,7,2,3,2,0,6,2,7468,1,4,8,7,6,5,0,0,4,14,54,0,0,4,18,1,1,2,,
8,2,51,11,1972,1,7,5,3,1,2,1,2,7468,1,4,6,2,6,2,0,0,4,17,10,25800,600,4,18,1,1,8,,
8,2,28,2,1996,1,7,5,3,1,1,6,2,7468,1,4,1,8,10,5,0,0,4,17,68,0,0,4,19,1,1,9,,
8,2,50,6,1973,1,6,3,2,1,3,5,2,7468,1,4,1,6,7,4,0,0,3,12,40,9000,52.32558,1,9,1,2,2,,
8,2,27,10,1996,1,7,5,3,1,0,6,2,7468,1,2,1,6,3,4,0,0,4,17,48,0,0,1,5,1,2,2,,
8,2,24,4,2000,1,7,4,3,1,0,6,2,7468,1,4,2,4,9,3,0,0,4,16,30,12000,93.02326,1,15,1,2,6,,
8,2,28,12,1995,1,7,5,3,1,1,6,2,7468,1,3,4,7,5,5,0,0,4,17,49,12000,56.95301,1,7,1,2,4,,
8,2,31,6,1992,1,7,5,3,1,2,6,2,7468,1,3,1,6,5,4,0,0,4,17,48,14700,71.22093,1,6,1,2,2,,
8,2,34,2,1990,1,7,4,3,1,0,6,2,7468,1,3,6,6,5,4,0,0,4,16,45,0,0,1,7,1,2,2,,
8,2,33,11,1990,1,7,5,3,1,0,6,2,7468,1,4,2,6,9,4,0,0,4,17,45,0,0,2,15,1,2,7,,
8,2,46,12,1977,1,7,4,3,1,2,5,2,7468,1,4,2,4,9,3,0,0,4,16,32,0,0,2,15,1,2,7,,
8,2,21,5,2002,1,7,2,3,2,0,6,2,7468,1,4,4,6,6,4,0,0,4,14,48,10750,52.08333,1,18,1,2,2,,
8,2,29,3,1995,1,7,4,3,1,0,1,2,7468,1,2,1,6,3,4,0,0,4,16,47,30000,148.44137,1,5,1,2,2,,
8,2,22,3,2002,1,7,3,3,2,0,6,2,7468,1,4,2,2,9,2,0,0,4,15,4,800,46.51163,1,15,1,2,2,,
8,2,35,11,1988,1,7,4,3,1,0,1,2,7468,1,4,4,4,7,3,0,0,4,16,28,23000,191.0299,1,8,1,2,2,,
8,2,41,5,1982,1,7,5,3,1,2,6,2,7468,1,4,2,1,9,1,0,0,4,17,0,30100,0,2,15,1,2,7,,
8,2,25,8,1998,1,7,5,3,1,0,6,2,7468,1,2,5,6,3,4,0,0,4,17,45,8600,44.44444,1,5,1,2,2,,
8,2,22,7,2001,1,7,1,3,2,0,6,2,7468,1,3,6,6,5,4,0,0,4,13,48,10000,48.44961,1,6,1,2,2,,
8,2,60,5,1963,1,7,5,3,1,9,2,2,7468,1,2,5,6,3,4,0,0,4,17,45,7310,37.77778,1,5,1,2,2,,
8,2,34,11,1989,1,7,5,3,1,2,6,2,7468,1,4,6,4,8,3,0,0,4,17,27,0,0,3,10,1,2,1,,
8,2,38,11,1985,1,7,4,3,1,2,5,2,7468,1,4,4,6,11,4,0,0,4,16,40,50000,290.69767,2,20,1,2,5,,
8,2,23,11,2000,1,7,4,3,2,0,6,2,7468,1,4,4,6,11,4,0,0,4,16,40,5000,29.06977,2,20,1,2,5,,
8,2,58,7,1965,1,6,3,2,1,2,2,2,7468,1,4,6,7,6,5,0,0,3,12,54,8600,37.03704,1,18,1,2,2,,
8,2,30,6,1993,1,7,5,3,1,0,6,2,7468,1,3,6,6,5,4,0,0,4,17,48,0,0,1,7,1,2,2,,
8,2,24,8,1999,1,7,4,3,2,0,6,2,7468,1,4,4,4,9,3,0,0,4,16,30,0,0,1,15,1,2,7,,
8,2,59,8,1964,1,7,5,3,1,2,6,2,7468,1,4,1,3,8,3,0,0,4,17,20,10750,125,4,12,1,1,8,,
8,2,36,5,1988,1,6,3,2,1,2,5,2,7468,1,4,8,2,6,2,0,0,3,12,12,0,0,4,18,1,1,4,,
8,2,26,7,1997,1,7,4,3,2,0,6,2,7468,1,4,2,7,9,5,0,0,4,16,50,8000,37.2093,4,16,1,1,6,,
8,2,35,1,1989,1,7,3,3,1,5,5,2,7468,1,4,5,3,6,3,0,0,4,15,20,2580,30,4,18,1,1,4,,
8,2,34,4,1990,1,7,5,3,1,3,5,2,7468,1,4,1,4,8,3,0,0,4,17,25,0,0,4,12,1,2,4,,
28,2,45,1,1979,1,7,5,3,1,0,6,2,7468,1,3,4,6,5,4,0,0,4,17,44,20000,105.70825,1,6,1,2,2,,
28,2,62,4,1962,1,6,2,2,1,3,5,2,7468,1,4,8,4,6,3,0,0,3,11,32,6450,46.875,4,18,1,1,8,,
28,2,44,4,1980,1,7,2,3,2,3,3,2,7468,1,2,4,6,3,4,0,0,4,14,40,0,0,2,5,1,2,7,,
28,2,24,1,2000,1,7,4,3,1,0,6,2,7468,2,0,0,0,0,0,1,2,4,16,0,0,0,0,0,1,0,0,,
28,2,45,12,1978,1,7,4,3,1,1,6,2,7468,1,4,8,6,6,4,0,0,4,16,48,0,0,4,18,1,1,4,,
28,2,29,4,1995,1,7,5,3,1,0,5,2,7468,1,4,1,6,9,4,0,0,4,17,48,0,0,1,16,1,2,2,,
28,2,33,10,1990,1,7,4,3,1,2,6,2,7468,1,3,6,2,5,2,0,0,4,16,1,6450,1500,4,7,1,1,8,,
28,2,36,2,1988,1,7,4,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,16,40,0,0,1,12,1,2,4,,
28,2,47,9,1976,1,7,4,3,1,3,4,2,7468,1,4,8,6,6,4,0,0,4,16,48,19600,94.96124,1,18,2,2,2,,
28,2,25,1,1999,1,7,4,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,16,48,8000,38.75969,1,16,1,2,4,,
28,2,33,1,1991,1,7,5,3,1,0,6,2,7468,1,1,4,6,4,4,0,0,4,17,45,17200,88.88889,1,4,1,2,2,,
28,2,32,5,1991,1,7,5,3,1,1,1,2,7468,2,0,0,0,0,0,1,1,4,17,0,0,0,0,0,1,0,0,,
28,2,68,7,1955,1,6,3,2,1,2,5,2,7468,1,3,6,2,5,2,0,0,3,12,7,4300,142.85714,4,7,1,1,8,,
28,2,23,4,2000,1,7,4,3,1,2,1,2,7468,1,1,1,6,4,4,0,0,4,16,40,12900,75,1,4,1,2,2,,
28,2,46,4,1978,1,7,5,3,1,1,6,2,7468,1,4,1,9,8,6,0,0,4,17,0,0,0,4,12,1,1,4,,
28,2,32,1,1992,1,7,2,3,2,1,6,2,7468,1,4,8,6,8,4,0,0,4,14,48,0,0,1,14,1,2,2,,
28,2,29,3,1995,1,7,4,3,1,2,1,2,7468,1,4,8,6,6,4,0,0,4,16,42,4000,22.14839,1,18,1,2,2,,
28,2,31,8,1992,1,7,3,3,2,0,6,2,7468,2,0,0,0,0,0,1,1,4,15,0,0,0,0,0,1,0,0,,
28,2,25,10,1998,1,7,2,3,2,0,6,2,7468,1,3,6,6,5,4,0,0,4,14,46,0,0,4,7,1,1,8,,
28,2,27,12,1996,1,7,4,3,1,1,5,2,7468,1,4,8,4,10,3,0,0,4,16,28,6450,53.57143,4,19,1,1,9,,
28,2,64,10,1959,1,7,5,3,1,2,5,2,7468,1,4,1,6,9,4,0,0,4,17,48,14000,67.82946,2,16,1,2,7,,
28,2,40,9,1983,1,7,2,3,2,4,1,2,7468,1,4,8,2,10,2,0,0,4,14,12,6450,125,4,19,1,1,8,,
28,2,37,4,1987,1,7,5,3,1,0,6,2,7468,1,4,4,7,11,5,0,0,4,17,56,0,0,3,20,1,2,5,,
28,2,59,11,1964,1,6,3,3,1,2,5,2,7468,1,3,5,7,5,5,0,0,4,15,50,9000,41.86047,1,7,1,2,2,,
28,2,45,5,1978,1,7,5,3,1,2,5,2,7468,1,4,4,6,9,4,0,0,4,17,40,18400,106.97674,1,16,1,2,7,,
28,2,33,6,1990,1,7,4,3,1,1,5,2,7468,1,3,6,3,5,3,0,0,4,16,24,8600,83.33333,4,7,1,1,8,,
28,2,50,4,1974,1,7,5,3,1,2,5,2,7468,1,4,4,4,9,3,0,0,4,17,25,6000,55.81395,2,15,1,2,7,,
28,2,55,5,1969,1,7,4,3,1,0,6,2,7468,1,4,9,6,11,4,0,0,4,16,48,14000,67.82946,2,20,1,2,5,,
28,2,44,11,1979,1,7,5,3,1,2,5,2,7468,1,4,1,6,9,4,0,0,4,17,40,18000,104.65116,1,16,1,2,7,,
28,2,33,10,1990,1,7,5,3,1,1,6,2,7468,1,3,6,9,5,6,0,0,4,17,0,0,0,1,6,1,2,2,,
28,2,51,10,1972,1,7,4,3,1,2,5,2,7468,1,2,3,6,3,4,0,0,4,16,44,17200,90.90909,1,5,1,2,2,,
28,2,37,10,1986,1,6,3,3,1,2,2,2,7468,1,3,6,4,5,3,0,0,4,15,28,3010,25,4,7,1,1,8,,
28,2,59,10,1964,1,7,4,3,1,2,6,2,7468,1,4,4,6,11,4,0,0,4,16,40,16000,93.02326,4,20,1,1,5,,
28,2,22,3,2002,1,7,2,3,2,0,6,2,7468,1,4,4,6,6,4,0,0,4,14,48,7955,38.54167,1,18,1,2,2,,
28,2,41,10,1982,1,7,3,3,2,3,1,2,7468,1,1,3,6,4,4,0,0,4,15,48,0,0,4,4,1,2,4,,
30,2,31,3,1993,1,7,4,3,1,0,6,2,7468,1,4,4,3,9,3,0,0,4,16,24,0,0,1,16,1,2,7,,
30,2,53,9,1970,1,7,4,3,1,0,6,2,7468,1,4,4,6,9,4,0,0,4,16,40,16000,93.02326,1,16,1,2,7,,
30,2,39,8,1984,1,7,4,3,1,0,6,2,7468,1,3,6,6,5,4,0,0,4,16,46,0,0,1,7,1,2,4,,
30,2,50,11,1973,1,6,3,3,1,1,1,2,7468,1,4,8,6,8,4,0,0,4,15,46,0,0,1,12,1,2,4,,
30,2,42,9,1981,1,7,5,3,1,0,6,2,7468,1,2,1,4,3,3,0,0,4,17,32,0,0,1,5,1,2,2,,
30,2,29,99,1995,1,7,4,3,1,0,6,2,7468,1,4,3,6,7,4,0,0,4,16,40,0,0,1,8,1,2,2,,
30,2,53,6,1970,1,7,5,3,1,0,5,2,7468,1,4,5,7,6,5,0,0,4,17,56,10500,43.60465,4,18,1,1,8,,
30,2,31,7,1992,1,7,4,3,1,2,5,2,7468,1,4,8,6,6,4,0,0,4,16,48,0,0,4,18,1,2,4,,
30,2,55,3,1969,1,7,3,3,2,2,3,2,7468,1,4,1,7,8,5,0,0,4,15,56,9000,37.37542,1,10,1,2,1,,
30,2,71,3,1953,1,7,5,3,1,1,6,2,7468,1,3,6,6,5,4,0,0,4,17,48,0,0,1,7,1,2,2,,
30,2,46,7,1977,1,7,5,3,1,1,5,2,7468,1,4,2,6,9,4,0,0,4,17,40,14000,81.39535,2,15,1,2,7,,
30,2,43,5,1981,1,7,4,3,1,2,1,2,7468,1,4,1,6,9,4,0,0,4,16,40,0,0,2,16,1,2,7,,
30,2,23,7,2000,1,7,5,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,17,48,9000,43.60465,1,16,1,2,2,,
30,2,26,5,1997,1,7,3,3,1,0,6,2,7468,1,4,6,6,7,4,0,0,4,15,48,4000,19.37984,1,9,1,2,2,,
30,2,25,2,1999,1,7,3,3,2,0,6,2,7468,1,4,8,4,6,3,0,0,4,15,32,5160,37.5,1,18,1,2,2,,
30,2,41,11,1982,1,7,4,3,1,1,1,2,7468,1,2,1,6,3,4,0,0,4,16,40,0,0,1,5,1,2,2,,
30,2,30,11,1993,1,7,4,3,1,0,6,2,7468,1,4,1,2,9,2,0,0,4,16,10,6880,160,4,16,1,1,8,,
30,2,42,2,1982,1,7,4,3,1,3,5,2,7468,1,4,2,6,9,4,0,0,4,16,40,8000,46.51163,2,15,1,2,7,,
30,2,62,3,1962,1,7,4,3,1,2,1,2,7468,1,4,2,3,9,3,0,0,4,16,22,30000,317.12474,2,15,2,2,7,,
30,2,66,5,1957,1,7,5,3,1,2,6,2,7468,1,4,1,4,9,3,0,0,4,17,30,6450,50,4,16,1,1,8,,
30,2,44,3,1980,1,7,5,3,1,3,1,2,7468,1,4,1,6,9,4,0,0,4,17,40,0,0,2,16,1,2,7,,
30,2,58,7,1965,1,7,3,3,2,4,6,2,7468,1,4,5,6,6,4,0,0,4,15,48,0,0,1,18,1,2,4,,
30,2,46,12,1977,1,7,4,3,1,2,5,2,7468,1,4,2,6,9,4,0,0,4,16,40,0,0,2,15,1,2,7,,
30,2,39,1,1985,1,6,3,3,1,2,4,2,7468,1,4,8,5,6,4,0,0,4,15,36,4300,27.77778,4,18,1,1,8,,
30,2,40,7,1983,1,7,5,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,17,48,12900,62.5,4,16,1,2,4,,
30,2,54,4,1970,1,6,2,3,1,0,6,2,7468,1,4,8,6,6,4,0,0,4,14,48,0,0,1,18,1,2,4,,
30,2,37,7,1986,1,7,4,3,1,1,6,2,7468,1,3,6,7,5,5,0,0,4,16,54,0,0,4,7,1,2,4,,
30,2,34,1,1990,1,7,4,3,1,2,5,2,7468,1,4,2,6,9,4,0,0,4,16,40,0,0,1,15,1,2,7,,
30,2,22,12,2001,1,7,4,3,1,0,6,2,7468,1,3,1,6,5,4,0,0,4,16,48,0,0,1,7,1,2,2,,
30,2,50,2,1974,1,7,4,3,1,3,5,2,7468,1,4,2,6,9,4,0,0,4,16,40,15200,88.37209,2,15,1,2,7,,
30,2,33,1,1991,1,7,4,3,1,1,5,2,7468,1,4,8,8,10,5,0,0,4,16,84,0,0,4,19,1,1,8,,
30,2,40,8,1983,1,7,4,3,1,1,6,2,7468,1,3,4,6,5,4,0,0,4,16,45,0,0,1,7,1,2,2,,
30,2,37,6,1987,1,7,4,3,1,1,1,2,7468,1,3,6,2,5,2,0,0,4,16,14,4300,71.42857,4,7,1,1,8,,
30,2,47,5,1977,1,7,4,3,1,1,1,2,7468,1,4,2,6,9,4,0,0,4,16,40,8400,48.83721,1,15,1,2,6,,
12,2,27,8,1996,1,7,5,3,1,0,6,2,7468,1,3,4,6,5,4,0,0,4,17,48,0,0,5,7,1,1,4,,
12,2,29,8,1994,1,7,5,3,1,2,5,2,7468,1,3,1,6,5,4,0,0,4,17,48,0,0,4,7,1,2,4,,
12,2,40,11,1983,1,7,4,3,1,2,5,2,7468,1,4,8,6,10,4,0,0,4,16,48,6450,31.25,4,19,1,2,4,,
12,2,27,10,1996,1,7,2,3,2,1,6,2,7468,1,4,4,8,10,5,0,0,4,14,60,0,0,4,19,1,1,4,,
12,2,34,1,1990,1,7,5,3,1,0,6,2,7468,1,4,4,6,8,4,0,0,4,17,48,6000,29.06977,1,10,1,2,1,,
12,2,34,5,1989,1,7,5,3,1,2,5,2,7468,1,4,1,6,8,4,0,0,4,17,46,0,0,4,12,1,1,4,,
12,2,28,8,1995,1,7,4,3,1,0,5,2,7468,1,4,2,3,9,3,0,0,4,16,20,10000,116.27907,2,15,1,2,7,,
12,2,49,6,1974,1,6,1,2,2,1,5,2,7468,1,3,6,4,5,3,0,0,3,10,30,5000,38.75969,1,7,1,2,2,,
12,2,62,3,1962,1,7,5,3,1,3,5,2,7468,1,4,4,5,11,4,0,0,4,17,35,20000,132.89037,2,20,1,2,5,,
12,2,48,6,1975,1,7,5,3,1,2,3,2,7468,1,4,8,5,9,4,0,0,4,17,35,7600,50.49834,2,15,1,2,7,,
12,2,27,11,1996,1,7,5,3,1,1,1,2,7468,1,3,4,7,5,5,0,0,4,17,50,12900,60,1,7,1,2,2,,
12,2,36,6,1987,1,7,5,3,1,1,1,2,7468,1,3,6,7,5,5,0,0,4,17,56,6450,26.78571,4,7,1,1,8,,
12,2,28,6,1995,1,7,5,3,1,0,5,2,7468,1,4,1,5,9,4,0,0,4,17,36,8000,51.67959,1,16,1,2,2,,
12,2,60,12,1963,1,6,3,2,1,2,4,2,7468,1,3,6,2,5,2,0,0,3,12,2,0,0,4,7,1,1,8,,
12,2,44,99,1980,1,7,5,3,1,2,5,2,7468,1,4,1,6,9,4,0,0,4,17,40,0,0,1,16,1,2,7,,
12,2,41,5,1983,1,7,5,3,1,2,5,2,7468,1,4,2,3,9,3,0,0,4,17,22,0,0,2,15,1,2,7,,
12,2,37,11,1986,1,7,5,3,1,0,5,2,7468,1,4,3,6,10,4,0,0,4,17,40,12000,69.76744,1,19,1,2,2,,
12,2,24,8,1999,1,7,5,3,1,0,6,2,7468,1,4,1,2,9,2,0,0,4,17,7,3225,107.14286,4,16,1,1,4,,
12,2,32,10,1991,1,7,5,3,1,1,5,2,7468,1,4,2,4,9,3,0,0,4,17,30,7000,54.26357,2,15,1,2,7,,
12,2,48,9,1975,1,7,5,3,1,1,5,2,7468,1,4,2,2,9,2,0,0,4,17,5,7200,334.88372,2,15,1,2,7,,
12,2,51,3,1973,1,7,5,3,1,3,5,2,7468,1,3,6,2,5,2,0,0,4,17,12,0,0,4,7,1,1,8,,
12,2,39,12,1984,1,7,5,3,1,2,5,2,7468,1,3,6,2,5,2,0,0,4,17,8,0,0,4,7,1,1,8,,
12,2,36,3,1988,1,7,5,3,1,2,4,2,7468,1,4,8,8,8,5,0,0,4,17,63,0,0,4,11,1,2,4,,
12,2,50,99,1974,1,7,5,3,1,2,2,2,7468,1,4,8,6,10,4,0,0,4,17,48,0,0,4,19,1,2,4,,
12,2,52,4,1972,1,7,5,3,1,4,1,2,7468,1,4,1,6,9,4,0,0,4,17,40,1000,5.81395,2,16,1,2,7,,
12,2,32,3,1992,1,7,5,3,1,1,6,2,7468,1,4,6,6,8,4,0,0,4,17,45,0,0,4,10,1,1,1,,
