ent,sex,eda,nac_mes,nac_anio,cs_p12,cs_p13_1,cs_p13_2,cs_p15,cs_p16,n_hij,e_con,zona,salario,clase2,rama,c_ocu11c,dur9c,rama_est2,dur_est,d_ant_lab,d_cexp_est,niv_ins,anios_esc,hrsocup,ingocup,ing_x_hrs,imssissste,scian,t_tra,emp_ppal,sec_ins,,
19,2,50,3,1974,1,7,5,3,1,0,6,2,7468,1,4,6,2,8,2,0,0,4,17,4,0,0,4,11,1,1,8,,
19,2,34,5,1989,1,7,1,3,2,2,5,2,7468,1,3,6,2,5,2,0,0,4,13,3,1290,100,4,7,1,1,8,,
19,2,32,7,1991,1,6,3,2,1,0,6,2,7468,1,4,4,6,7,4,0,0,3,12,44,10125,53.5148,1,8,1,2,2,,
19,2,47,5,1977,1,6,3,2,1,3,5,2,7468,1,2,5,6,3,4,0,0,3,12,48,12384,60,1,5,1,2,2,,
19,2,40,99,1984,1,6,3,2,1,2,5,2,7468,1,4,4,6,9,4,0,0,3,12,48,16000,77.51938,1,16,1,2,6,,
19,2,32,99,1992,1,7,5,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,17,40,0,0,4,16,1,2,4,,
19,2,33,5,1991,1,7,6,3,1,0,1,2,7468,1,4,1,4,9,3,0,0,4,18,30,16000,124.03101,3,16,1,2,7,,
19,2,50,5,1974,1,7,4,3,1,3,4,2,7468,1,4,3,6,6,4,0,0,4,16,40,12900,75,4,18,1,1,4,,
19,2,32,7,1991,1,7,5,3,1,1,5,2,7468,1,4,2,5,9,4,0,0,4,17,35,14000,93.02326,1,15,1,2,6,,
19,2,30,11,1993,1,7,4,3,1,2,5,2,7468,1,4,1,6,9,4,0,0,4,16,40,10000,58.13953,1,16,1,2,7,,
19,2,44,3,1980,1,7,5,3,1,2,5,2,7468,1,2,5,4,3,3,0,0,4,17,30,1290,10,4,5,1,1,8,,
19,2,31,8,1992,1,7,5,3,1,1,6,2,7468,1,4,1,6,8,4,0,0,4,17,40,50000,290.69767,4,12,1,1,2,,
19,2,39,2,1985,1,7,4,3,1,1,5,2,7468,1,2,3,4,3,3,0,0,4,16,30,0,0,1,5,1,2,4,,
19,2,34,6,1989,1,7,5,3,1,0,6,2,7468,1,4,1,6,11,4,0,0,4,17,40,14000,81.39535,3,20,1,2,5,,
19,2,29,7,1994,1,7,5,3,1,0,1,2,7468,1,4,3,7,10,5,0,0,4,17,51,10000,45.59964,4,19,1,1,6,,
19,2,39,8,1984,1,6,3,2,1,2,1,2,7468,1,4,4,4,9,3,0,0,3,12,30,16000,124.03101,2,15,1,2,7,,
19,2,22,3,2002,1,7,2,3,2,1,6,2,7468,1,4,4,2,8,2,0,0,4,14,12,4000,77.51938,4,12,1,1,4,,
19,2,22,5,2002,1,7,1,3,2,0,6,2,7468,1,3,4,6,5,4,0,0,4,13,48,8600,41.66667,1,7,1,2,2,,
19,2,21,4,2003,1,7,3,3,2,0,6,2,7468,1,4,1,2,8,2,0,0,4,15,9,3010,77.77778,4,12,1,1,4,,
19,2,44,8,1979,1,7,5,3,1,3,3,2,7468,1,4,8,6,10,4,0,0,4,17,48,0,0,4,19,1,1,8,,
19,2,37,5,1987,1,6,3,2,1,0,6,2,7468,1,4,4,9,8,6,0,0,3,12,0,0,0,4,14,1,1,8,,
19,2,24,2,2000,1,7,2,3,2,0,6,2,7468,1,4,4,6,8,4,0,0,4,14,46,0,0,1,10,1,2,1,,
19,2,41,5,1983,1,7,5,3,1,3,5,2,7468,1,4,4,5,6,4,0,0,4,17,36,0,0,4,18,1,1,8,,
19,2,21,1,2003,1,7,1,3,2,0,6,2,7468,1,4,4,4,10,3,0,0,4,13,30,0,0,4,19,1,1,6,,
19,2,21,7,2002,1,7,1,3,2,0,6,2,7468,2,0,0,0,0,0,1,2,4,13,0,0,0,0,0,1,0,0,,
19,2,47,3,1977,1,7,5,3,1,0,2,2,7468,1,4,3,7,9,5,0,0,4,17,50,22500,104.65116,1,16,1,2,6,,
19,2,53,5,1971,1,6,2,2,1,3,5,2,7468,1,3,6,6,5,4,0,0,3,11,40,0,0,1,7,1,2,2,,
19,2,25,2,1999,1,6,3,2,1,0,6,2,7468,1,3,6,6,5,4,0,0,3,12,48,5461,26.45833,1,7,1,2,2,,
19,2,47,5,1977,1,7,4,3,1,3,5,2,7468,1,2,4,7,3,5,0,0,4,16,50,0,0,1,5,1,2,2,,
19,2,64,3,1960,1,7,5,3,1,4,3,2,7468,1,4,2,5,9,4,0,0,4,17,35,19000,126.24585,3,15,1,2,7,,
19,2,36,8,1987,1,7,4,3,1,1,3,2,7468,1,3,6,4,5,3,0,0,4,16,28,0,0,4,7,1,2,4,,
19,2,31,4,1993,1,7,5,3,1,0,6,2,7468,1,4,4,6,9,4,0,0,4,17,45,0,0,1,15,1,2,7,,
19,2,31,11,1992,1,7,5,3,1,0,6,2,7468,1,4,4,6,8,4,0,0,4,17,40,12000,69.76744,1,10,1,2,1,,
19,2,23,11,2000,1,7,2,3,2,0,6,2,7468,1,4,1,4,8,3,0,0,4,14,30,5160,40,1,10,2,2,1,,
19,2,29,7,1994,1,7,1,3,2,0,6,2,7468,1,4,8,7,6,5,0,0,4,13,54,8000,34.45306,1,18,1,2,2,,
21,2,61,2,1963,1,7,5,3,1,1,6,2,7468,1,4,1,6,8,4,0,0,4,17,48,8600,41.66667,1,12,1,2,2,,
21,2,40,9,1983,1,7,4,3,1,0,6,2,7468,1,4,4,6,11,4,0,0,4,16,40,12000,69.76744,2,20,1,2,5,,
21,2,63,11,1960,1,6,3,2,1,2,4,2,7468,1,2,5,6,3,4,0,0,3,12,48,5000,24.22481,1,5,1,2,2,,
21,2,35,5,1988,1,7,4,3,1,1,2,2,7468,1,4,2,1,9,1,0,0,4,16,0,12000,0,2,15,1,2,7,,
21,2,52,10,1971,1,7,5,3,1,0,6,2,7468,1,3,3,6,5,4,0,0,4,17,40,26000,151.16279,1,6,1,2,2,,
21,2,24,8,1999,1,7,1,3,2,0,6,2,7468,1,4,8,4,6,3,0,0,4,13,33,5600,39.46441,4,18,1,1,2,,
21,2,46,3,1978,1,7,5,3,1,0,5,2,7468,1,6,10,3,1,3,0,0,4,17,24,30000,290.69767,4,1,1,1,3,,
21,2,31,99,1993,1,7,4,3,1,2,1,2,7468,1,3,4,7,5,5,0,0,4,16,54,8000,34.45306,1,7,1,2,4,,
21,2,39,12,1984,1,7,5,3,1,2,2,2,7468,1,3,6,2,5,2,0,0,4,17,5,5000,232.55814,4,7,1,1,8,,
21,2,27,99,1997,1,7,5,3,1,0,6,2,7468,1,4,1,6,7,4,0,0,4,17,48,12000,58.13953,1,9,1,2,2,,
21,2,37,1,1987,1,7,4,3,1,0,6,2,7468,2,0,0,0,0,0,1,4,4,16,0,0,0,0,0,1,0,0,,
21,2,25,4,1999,1,7,2,3,2,1,6,2,7468,1,2,5,3,3,3,0,0,4,14,20,3010,35,4,5,1,1,8,,
21,2,26,11,1997,1,7,3,3,1,0,6,2,7468,1,2,5,6,3,4,0,0,4,15,48,6880,33.33333,1,5,1,2,2,,
21,2,33,3,1991,1,7,5,3,1,2,1,2,7468,1,4,8,4,10,3,0,0,4,17,30,5590,43.33333,4,19,1,1,4,,
21,2,33,4,1991,1,7,5,3,1,1,5,2,7468,1,2,5,5,3,4,0,0,4,17,36,3440,22.22222,4,5,1,1,8,,
21,2,25,1,1999,1,7,4,3,2,0,1,2,7468,1,4,1,3,9,3,0,0,4,16,16,1720,25,4,16,1,1,4,,
21,2,63,10,1960,1,6,3,2,1,3,4,2,7468,1,4,1,3,9,3,0,0,3,12,20,12000,139.53488,1,15,1,2,7,,
21,2,30,8,1993,1,6,3,3,1,0,6,2,7468,1,2,5,6,3,4,0,0,4,15,40,0,0,1,5,1,2,2,,
21,2,51,8,1972,1,7,5,3,1,2,6,2,7468,1,3,6,7,5,5,0,0,4,17,54,6880,29.62963,1,7,1,2,4,,
21,2,27,2,1997,1,7,5,3,1,2,6,2,7468,1,4,2,3,9,3,0,0,4,17,20,0,0,2,15,1,2,7,,
21,2,27,12,1996,1,7,2,3,2,2,1,2,7468,1,3,6,3,5,3,0,0,4,14,20,12900,150,4,7,1,1,8,,
21,2,26,8,1997,1,6,1,2,1,0,6,2,7468,1,4,8,4,10,3,0,0,3,10,25,0,0,4,19,1,1,4,,
21,2,31,11,1992,1,7,5,3,1,1,6,2,7468,1,4,1,6,9,4,0,0,4,17,48,13600,65.89147,1,16,1,2,6,,
21,2,77,7,1946,1,7,5,3,1,2,5,2,7468,1,4,1,2,8,2,0,0,4,17,8,12000,348.83721,4,12,1,2,4,,
21,2,26,10,1997,1,7,5,3,1,0,1,2,7468,1,3,6,3,5,3,0,0,4,17,19,8000,97.91922,4,7,1,1,8,,
21,2,39,11,1984,1,7,5,3,1,2,3,2,7468,1,4,2,3,9,3,0,0,4,17,24,0,0,2,15,1,2,7,,
21,2,25,8,1998,1,7,5,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,17,45,16000,82.68734,1,12,1,2,2,,
21,2,27,9,1996,1,7,5,3,1,1,2,2,7468,1,2,6,6,3,4,0,0,4,17,42,5590,30.95238,4,5,1,1,8,,
21,2,25,1,1999,1,7,3,3,2,1,1,2,7468,1,3,6,4,5,3,0,0,4,15,32,0,0,4,7,1,1,8,,
21,2,51,9,1972,1,7,4,3,1,3,5,2,7468,1,4,2,4,9,3,0,0,4,16,30,0,0,1,15,1,2,6,,
21,2,59,5,1965,1,6,2,2,2,0,5,2,7468,1,3,6,7,5,5,0,0,3,11,54,7000,30.14643,1,7,1,2,4,,
21,2,29,8,1994,1,7,1,3,2,2,1,2,7468,1,3,4,6,5,4,0,0,4,13,48,0,0,1,6,1,2,2,,
21,2,20,8,2003,1,7,1,3,2,0,6,2,7468,1,2,5,6,3,4,0,0,4,13,41,3440,19.5122,4,5,1,1,8,,
21,2,54,99,1970,1,7,5,3,1,2,5,2,7468,1,4,2,6,9,4,0,0,4,17,40,0,0,1,15,1,2,6,,
21,2,65,5,1959,1,6,3,2,1,3,5,2,7468,1,2,5,4,3,3,0,0,3,12,26,0,0,4,5,1,1,4,,
21,2,45,7,1978,1,7,5,3,1,1,1,2,7468,1,4,8,6,10,4,0,0,4,17,48,7740,37.5,4,19,1,1,9,,
21,2,37,6,1987,1,7,5,3,1,3,2,2,7468,1,4,1,6,9,4,0,0,4,17,40,16000,93.02326,1,16,1,2,7,,
21,2,55,9,1968,1,7,5,3,1,0,6,2,7468,1,4,1,5,9,4,0,0,4,17,35,0,0,1,16,1,2,2,,
21,2,46,99,1978,1,7,5,3,1,1,5,2,7468,1,4,1,6,8,4,0,0,4,17,40,0,0,1,12,1,2,4,,
21,2,35,1,1989,1,7,3,3,2,3,5,2,7468,1,2,5,5,3,4,0,0,4,15,36,7095,45.83333,4,5,1,1,8,,
11,2,38,8,1985,1,7,5,3,1,1,2,2,7468,1,4,1,3,11,3,0,0,4,17,24,0,0,2,20,1,2,5,,
11,2,43,8,1980,1,7,4,3,1,3,5,2,7468,1,4,2,1,9,1,0,0,4,16,0,0,0,2,15,1,2,7,,
11,2,38,6,1985,1,6,3,1,1,4,5,2,7468,1,4,5,1,6,1,0,0,2,9,0,0,0,4,18,1,1,8,,
11,2,29,8,1994,1,7,1,3,2,0,6,2,7468,1,2,4,7,3,5,0,0,4,13,50,8600,40,1,5,1,2,2,,
11,2,54,99,1970,1,7,4,3,1,3,5,2,7468,1,2,1,5,3,4,0,0,4,16,37,0,0,5,5,1,1,2,,
11,2,50,2,1974,1,6,2,3,1,3,5,2,7468,1,4,2,6,9,4,0,0,4,14,40,0,0,4,15,1,1,6,,
11,2,55,4,1969,1,7,4,3,1,0,6,2,7468,1,3,6,5,5,4,0,0,4,16,35,6450,42.85714,4,7,1,1,4,,
11,2,33,99,1991,1,6,4,3,1,1,5,2,7468,1,4,1,6,9,4,0,0,4,15,48,0,0,1,16,1,2,7,,
11,2,30,1,1994,1,7,5,3,1,0,6,2,7468,1,4,1,5,9,4,0,0,4,17,36,10000,64.59948,1,16,1,2,7,,
11,2,29,12,1994,1,7,4,3,1,2,1,2,7468,1,4,1,5,9,4,0,0,4,16,36,0,0,1,16,1,2,6,,
11,2,43,11,1980,1,7,4,3,1,3,5,2,7468,1,2,6,7,3,5,0,0,4,16,51,5590,25.4902,4,5,1,1,8,,
11,2,22,6,2001,1,7,2,3,2,1,6,2,7468,1,4,8,3,10,3,0,0,4,14,15,3440,53.33333,4,19,1,1,9,,
11,2,29,99,1995,1,7,4,3,1,0,6,2,7468,1,4,5,3,6,3,0,0,4,16,24,0,0,4,18,1,1,8,,
11,2,51,1,1973,1,7,4,3,1,2,5,2,7468,1,2,5,7,3,5,0,0,4,16,50,0,0,4,5,1,1,8,,
11,2,30,1,1994,1,7,4,3,1,0,1,2,7468,1,3,1,5,5,4,0,0,4,16,36,0,0,1,6,1,2,2,,
11,2,24,7,1999,1,7,4,3,1,0,6,2,7468,1,3,4,6,5,4,0,0,4,16,48,0,0,1,7,1,2,2,,
11,2,33,3,1991,1,7,6,3,1,0,6,2,7468,1,4,1,8,9,5,0,0,4,18,60,16000,62.0155,1,16,1,2,2,,
11,2,33,99,1991,1,7,4,3,1,0,6,2,7468,1,4,1,6,10,4,0,0,4,16,40,0,0,1,19,1,2,6,,
11,2,27,9,1996,1,7,5,3,1,0,6,2,7468,1,1,5,6,4,4,0,0,4,17,40,0,0,5,4,1,1,2,,
11,2,33,5,1991,1,7,4,3,1,0,5,2,7468,1,4,2,3,9,3,0,0,4,16,24,13000,125.96899,2,15,1,2,7,,
11,2,25,99,1999,1,7,3,3,1,0,6,2,7468,1,4,4,6,9,4,0,0,4,15,45,0,0,4,16,1,1,4,,
11,2,45,99,1979,1,7,4,3,1,2,5,2,7468,1,3,6,7,5,5,0,0,4,16,55,0,0,4,6,1,2,4,,
11,2,29,7,1994,1,7,5,3,1,0,6,2,7468,1,4,1,5,9,4,0,0,4,17,36,7000,45.21964,1,16,1,2,7,,
11,2,51,2,1973,1,6,3,2,1,2,5,2,7468,1,4,8,2,6,2,0,0,3,12,12,0,0,4,18,1,1,4,,
11,2,41,10,1982,1,7,4,3,1,0,6,2,7468,1,2,1,7,3,5,0,0,4,16,50,17200,80,1,5,1,2,2,,
11,2,28,1,1996,1,7,4,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,16,40,8000,46.51163,4,12,2,2,4,,
11,2,53,4,1971,1,6,3,2,1,4,5,2,7468,1,2,3,5,3,4,0,0,3,12,39,35000,208.70602,4,5,1,2,2,,
11,2,56,3,1968,1,6,3,2,1,4,5,2,7468,1,4,8,4,9,3,0,0,3,12,25,8400,78.13953,5,15,1,1,7,,
11,2,33,4,1991,1,7,4,3,1,0,6,2,7468,1,4,1,6,11,4,0,0,4,16,40,0,0,2,20,1,2,5,,
11,2,26,2,1998,1,7,4,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,16,45,12000,62.0155,1,16,1,2,6,,
11,2,30,11,1993,1,7,4,3,1,1,5,2,7468,1,2,1,7,3,5,0,0,4,16,52,9460,42.30769,1,5,1,2,2,,
11,2,25,11,1998,1,7,4,3,1,0,6,2,7468,1,4,5,6,7,4,0,0,4,16,45,12000,62.0155,1,9,1,2,2,,
11,2,30,4,1994,1,6,2,3,1,0,6,2,7468,1,4,1,1,8,1,0,0,4,14,0,0,0,1,14,1,2,2,,
11,2,28,7,1995,1,7,4,3,1,0,5,2,7468,1,4,4,7,8,5,0,0,4,16,50,25000,116.27907,1,12,1,2,4,,
11,2,40,2,1984,1,7,4,3,1,3,5,2,7468,1,5,6,7,2,5,0,0,4,16,51,12000,54.71956,4,3,1,1,2,,
5,2,29,7,1994,1,7,4,3,1,1,3,2,7468,1,4,9,6,11,4,0,0,4,16,48,10000,48.44961,2,20,1,2,5,,
5,2,28,1,1996,1,6,3,2,1,0,1,2,7468,1,2,1,6,3,4,0,0,3,12,40,0,0,1,5,1,2,2,,
5,2,48,7,1975,1,7,5,3,1,3,5,2,7468,1,4,1,6,10,4,0,0,4,17,45,64500,333.33333,1,19,1,2,2,,
5,2,47,2,1977,1,6,3,2,1,4,5,2,7468,1,3,6,2,5,2,0,0,3,12,6,1290,50,4,7,1,1,8,,
5,2,25,11,1998,1,7,4,3,1,2,1,2,7468,1,2,1,6,3,4,0,0,4,16,42,9890,54.7619,1,5,1,2,2,,
5,2,25,8,1998,1,7,4,3,2,0,6,2,7468,1,2,3,7,3,5,0,0,4,16,50,20000,93.02326,1,5,1,2,2,,
5,2,24,10,1999,1,7,4,3,2,0,6,2,7468,1,2,1,6,3,4,0,0,4,16,45,21000,108.52713,1,5,1,2,2,,
5,2,27,3,1997,1,7,4,3,1,0,5,2,7468,1,4,2,4,9,3,0,0,4,16,30,14000,108.52713,4,15,1,2,4,,
5,2,32,8,1991,1,7,5,3,1,3,5,2,7468,1,3,6,2,5,2,0,0,4,17,6,800,31.00775,4,7,1,1,8,,
5,2,23,9,2000,1,7,5,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,17,48,4300,20.83333,1,12,1,2,4,,
5,2,41,1,1983,1,7,5,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,17,48,33540,162.5,1,14,1,2,2,,
5,2,29,11,1994,1,7,4,3,1,1,1,2,7468,1,4,2,3,9,3,0,0,4,16,16,5000,72.67442,2,15,1,2,7,,
5,2,30,4,1994,1,7,4,3,1,1,5,2,7468,1,4,1,6,8,4,0,0,4,16,40,15050,87.5,1,12,2,2,2,,
5,2,54,5,1970,1,6,4,2,1,1,5,2,7468,1,7,4,6,0,4,0,0,3,13,40,8600,50,4,21,1,1,11,,
5,2,51,4,1973,1,7,5,3,1,2,4,2,7468,1,3,3,6,5,4,0,0,4,17,45,0,0,1,7,1,2,4,,
5,2,28,5,1996,1,7,5,3,1,1,6,2,7468,1,4,1,6,9,4,0,0,4,17,40,0,0,4,16,1,1,2,,
5,2,26,5,1997,1,7,1,3,2,1,6,2,7468,1,4,2,6,9,4,0,0,4,13,40,0,0,1,15,1,2,6,,
5,2,45,6,1979,1,7,4,3,1,2,2,2,7468,1,4,1,6,7,4,0,0,4,16,45,7740,40,1,8,1,2,4,,
5,2,38,99,1986,1,7,3,3,1,3,3,2,7468,1,3,1,6,5,4,0,0,4,15,48,8000,38.75969,1,7,1,2,2,,
5,2,70,12,1953,1,7,4,3,1,2,5,2,7468,1,4,1,5,11,4,0,0,4,16,35,25000,166.11296,2,20,2,2,5,,
5,2,27,2,1997,1,7,5,3,1,0,6,2,7468,1,4,1,6,8,4,0,0,4,17,40,10750,62.5,1,12,1,2,2,,
5,2,54,3,1970,1,6,3,2,1,2,5,2,7468,1,4,4,6,9,4,0,0,3,12,40,0,0,2,16,1,2,7,,
5,2,60,4,1964,1,7,5,3,1,2,4,2,7468,1,3,4,6,5,4,0,0,4,17,46,6000,30.33367,1,7,1,2,2,,
5,2,31,12,1992,1,7,5,3,1,2,5,2,7468,1,4,2,1,9,1,0,0,4,17,0,11000,0,3,15,1,2,7,,
5,2,27,5,1996,1,7,3,3,1,0,5,2,7468,1,2,5,8,3,5,0,0,4,15,59,9460,37.28814,1,5,1,2,2,,
5,2,21,7,2002,1,7,2,3,2,0,6,2,7468,1,4,4,3,8,3,0,0,4,14,20,0,0,4,11,1,1,4,,
5,2,57,1,1967,1,7,5,3,1,2,5,2,7468,1,4,8,4,10,3,0,0,4,17,30,7009,54.33333,4,19,1,1,2,,
5,2,28,7,1995,1,7,5,3,1,1,6,2,7468,1,4,4,4,6,3,0,0,4,17,30,9460,73.33333,1,18,2,2,2,,
5,2,42,6,1981,1,7,4,3,1,3,1,2,7468,1,4,4,6,11,4,0,0,4,16,40,14000,81.39535,2,20,1,2,5,,
5,2,53,10,1970,1,7,5,3,1,0,5,2,7468,1,4,2,3,9,3,0,0,4,17,24,14000,135.65891,2,15,1,2,7,,
5,2,56,10,1967,1,7,5,3,1,2,5,2,7468,1,3,6,2,5,2,0,0,4,17,12,3000,58.13953,4,7,1,1,8,,
5,2,30,10,1993,1,7,4,3,1,0,6,2,7468,1,2,1,6,3,4,0,0,4,16,45,15000,77.51938,1,5,1,2,2,,
5,2,48,12,1975,1,7,5,3,1,2,5,2,7468,1,3,4,6,5,4,0,0,4,17,45,7000,36.17571,1,7,1,2,2,,
5,2,36,8,1987,1,7,5,3,1,1,6,2,7468,1,4,1,6,6,4,0,0,4,17,48,0,0,1,18,1,2,2,,
5,2,21,12,2002,1,7,2,3,2,0,6,2,7468,1,4,1,4,8,3,0,0,4,14,30,0,0,4,14,1,1,2,,
10,2,48,10,1975,1,6,2,2,1,3,5,2,7468,1,4,5,6,6,4,0,0,3,11,48,5160,25,4,18,1,1,4,,
10,2,50,11,1973,1,7,5,3,1,2,5,2,7468,1,4,1,6,9,4,0,0,4,17,48,0,0,1,16,1,2,7,,
10,2,54,4,1970,1,6,3,2,1,2,5,2,7468,1,4,4,4,11,3,0,0,3,12,30,0,0,2,20,1,2,5,,
10,2,61,6,1963,1,6,2,3,1,3,3,2,7468,1,4,4,3,9,3,0,0,4,14,20,0,0,4,15,1,1,4,,
10,2,29,1,1995,1,7,4,3,1,0,6,2,7468,1,4,4,6,11,4,0,0,4,16,40,8000,46.51163,2,20,1,2,5,,
10,2,53,3,1971,1,7,4,3,1,4,2,2,7468,1,4,2,4,9,3,0,0,4,16,25,11400,106.04651,2,15,1,2,7,,
10,2,27,11,1996,1,7,3,3,2,0,6,2,7468,2,0,0,0,0,0,2,0,4,15,0,0,0,0,0,1,0,0,,
10,2,35,8,1988,1,6,3,2,1,0,2,2,7468,1,3,4,3,5,3,0,0,3,12,24,0,0,4,6,1,1,4,,
10,2,37,12,1986,1,7,5,3,1,1,5,2,7468,1,4,8,6,10,4,0,0,4,17,40,5590,32.5,4,19,1,1,4,,
10,2,36,6,1987,1,7,5,3,1,1,5,2,7468,1,4,2,4,9,3,0,0,4,17,30,10000,77.51938,2,15,1,2,7,,
10,2,61,7,1962,1,7,5,3,1,4,6,2,7468,1,4,5,6,6,4,0,0,4,17,48,10750,52.08333,1,18,1,2,4,,
10,2,68,3,1956,1,6,2,2,1,0,6,2,7468,1,4,8,6,10,4,0,0,3,11,40,0,0,4,19,1,1,9,,
10,2,21,6,2002,1,7,1,3,2,0,6,2,7468,1,4,8,6,6,4,0,0,4,13,42,8600,47.61905,4,18,1,1,2,,
10,2,55,8,1968,1,6,2,2,1,1,6,2,7468,1,4,4,6,9,4,0,0,3,11,48,0,0,1,16,1,2,6,,
10,2,30,3,1994,1,7,5,3,1,1,5,2,7468,1,4,2,3,9,3,0,0,4,17,18,11200,144.70284,2,15,1,2,7,,
10,2,28,6,1995,1,7,4,3,1,2,5,2,7468,1,2,1,5,3,4,0,0,4,16,36,12900,83.33333,1,5,1,2,2,,
10,2,43,8,1980,1,7,5,3,1,2,5,2,7468,1,4,8,6,9,4,0,0,4,17,40,7000,40.69767,1,16,1,2,7,,
24,2,22,1,2002,1,7,5,3,1,1,5,2,7468,1,4,4,6,7,4,0,0,4,17,40,0,0,1,8,2,2,2,,
24,2,33,7,1990,1,7,5,3,1,2,5,2,7468,1,4,11,4,8,3,0,0,4,17,25,0,0,4,14,1,2,4,,
24,2,33,1,1991,1,7,5,3,1,1,5,2,7468,1,4,4,4,8,3,0,0,4,17,32,12800,93.02326,1,14,2,2,2,,
24,2,47,4,1976,1,6,3,2,1,4,5,2,7468,1,2,5,6,3,4,0,0,3,12,48,12900,62.5,1,5,1,2,2,,
24,2,27,2,1997,1,7,5,3,1,0,6,2,7468,1,4,1,6,9,4,0,0,4,17,48,10000,48.44961,1,16,1,2,4,,
24,2,48,2,1976,1,7,5,3,1,1,3,2,7468,1,4,4,6,11,4,0,0,4,17,42,15000,83.05648,2,20,2,2,5,,
24,2,40,4,1983,1,7,2,3,2,1,6,2,7468,1,2,3,6,3,4,0,0,4,14,48,0,0,1,5,1,2,2,,
24,2,49,11,1974,1,6,3,3,1,2,5,2,7468,1,4,4,5,9,4,0,0,4,15,36,11000,71.05943,2,15,1,2,7,,
24,2,25,10,1998,1,7,5,3,1,0,6,2,7468,1,2,1,6,3,4,0,0,4,17,48,0,0,1,5,1,2,2,,
24,2,42,11,1981,1,7,5,3,1,2,1,2,7468,1,4,2,8,9,5,0,0,4,17,60,14000,54.26357,1,15,1,2,6,,
24,2,51,7,1972,1,6,3,3,1,1,6,2,7468,1,4,1,4,8,3,0,0,4,15,30,15000,116.27907,4,12,1,1,4,,
24,2,20,11,2003,1,7,2,3,2,0,6,2,7468,1,4,4,6,9,4,0,0,4,14,48,0,0,2,15,1,2,7,,
24,2,29,4,1994,1,7,5,3,1,0,6,2,7468,1,4,1,4,8,3,0,0,4,17,30,25800,200,1,12,1,2,4,,
24,2,49,99,1975,1,7,4,3,1,2,5,2,7468,1,4,2,4,9,3,0,0,4,16,28,10000,83.05648,2,15,1,2,7,,
24,2,44,5,1979,1,7,4,3,2,0,6,2,7468,1,4,8,6,6,4,0,0,4,16,42,0,0,4,18,1,1,8,,
24,2,43,10,1980,1,7,5,3,1,1,6,2,7468,1,4,2,3,9,3,0,0,4,17,20,0,0,1,15,1,2,7,,
24,2,32,4,1992,1,6,3,3,1,1,6,2,7468,1,2,5,6,3,4,0,0,4,15,48,8600,41.66667,1,5,1,2,2,,
24,2,39,99,1985,1,7,5,3,1,2,5,2,7468,1,2,6,6,3,4,0,0,4,17,45,0,0,1,5,1,2,2,,
24,2,38,2,1986,1,7,5,3,1,1,3,2,7468,1,2,5,6,3,4,0,0,4,17,45,0,0,1,5,1,2,2,,
24,2,61,1,1963,1,7,5,3,1,3,5,2,7468,1,4,8,2,6,2,0,0,4,17,4,0,0,4,18,1,1,8,,
24,2,44,10,1979,1,7,5,3,1,2,5,2,7468,1,4,4,6,9,4,0,0,4,17,40,0,0,1,15,1,2,7,,
24,2,33,2,1991,1,7,4,3,1,0,1,2,7468,1,4,2,3,9,3,0,0,4,16,15,6450,100,4,15,2,1,6,,
24,2,44,4,1980,1,7,5,3,1,1,5,2,7468,1,4,2,4,9,3,0,0,4,17,28,0,0,2,15,1,2,7,,
24,2,29,99,1995,1,7,5,3,1,0,6,2,7468,1,4,1,3,9,3,0,0,4,17,24,0,0,4,16,2,2,4,,
24,2,35,11,1988,1,7,5,3,1,1,6,2,7468,1,2,1,6,3,4,0,0,4,17,45,0,0,1,5,1,2,2,,
24,2,32,12,1991,1,6,2,2,1,0,6,2,7468,1,3,6,8,5,5,0,0,3,11,60,7740,30,4,7,1,1,4,,
24,2,47,9,1976,1,7,4,3,1,1,5,2,7468,1,4,1,2,10,2,0,0,4,16,12,2580,50,4,19,1,1,8,,
24,2,33,12,1990,1,7,5,3,1,1,6,2,7468,1,4,1,2,8,2,0,0,4,17,9,9000,232.55814,4,12,2,1,8,,
24,2,24,9,1999,1,7,5,3,1,0,2,2,7468,1,4,1,7,9,5,0,0,4,17,56,8170,33.92857,4,16,2,1,4,,
24,2,35,10,1988,1,6,3,3,1,2,1,2,7468,1,4,8,3,10,3,0,0,4,15,24,6450,62.5,4,19,2,1,9,,
24,2,51,10,1972,1,6,4,2,1,3,5,2,7468,1,4,1,4,9,3,0,0,3,13,32,0,0,1,16,1,2,7,,
24,2,28,9,1995,1,7,5,3,1,1,6,2,7468,1,3,6,6,5,4,0,0,4,17,48,8600,41.66667,1,7,2,2,2,,
24,2,32,12,1991,1,7,5,3,1,0,6,2,7468,1,4,2,6,9,4,0,0,4,17,40,10000,58.13953,1,15,1,2,6,,
24,2,34,11,1989,1,7,5,3,1,0,6,2,7468,1,4,1,6,10,4,0,0,4,17,40,0,0,4,19,1,1,9,,
24,2,67,9,1956,1,7,5,3,1,2,2,2,7468,1,4,4,7,11,5,0,0,4,17,52,11200,50.08945,2,20,1,2,5,,
